"Регіон","до 14 років/up to 14 years ","15 років/years","16 років/years","17 років/years","18 років/years","19 років/years","20 років/years","21 рік/years","22 роки/years","23 роки/years","24 роки/years","25 років/years","26 років/years","27 років/years","28 років/years","29 років/years","30 років/years","31 рік/years","32 роки/years","33 роки/years","34 роки/years","35-39 років/years","40-44 років/years","45-49 років/years","50-54 роки/years","55-59 років/years","60 років і більше/years and older", "Регіон_EN",
Україна,0.044231464328054915,0.28,-0.1485239649784859,-0.2338061654331282,-0.15906821288412265,-0.05191774127483145,-0.030312888302279573,-0.0005755144413969182,0.06883188489984438,0.09762322605809637,0.1335475589643103,0.18492533864815908,0.24992210458982356,0.2454128343426406,0.23509343135599448,0.23348715039198586,0.2278390611269311,0.23448206094396673,0.23450777839586273,0.2252374261296644,0.2395919131312249,0.2560906906331274,0.22642180083419855,0.20815298400261661,0.19921100979575468,0.18655943843279293,0.08898777702482247,-0.08184749582266237
Вінницька,0.028876095135290714,-,-0.09888059701492535,-0.23327008222643894,-0.13033230552344993,-0.0738125,-0.00789931484640255,0.03117272843167751,0.08133125976880018,0.00450384491412259,0.1153252877237852,0.23617361404867837,0.2877166360514336,0.29928069588491135,0.2020414523920836,0.26193493874102236,0.26960026872690634,0.2598306110102843,0.31912357581069234,0.17039106145251393,0.3476867335562988,0.3618958411390033,0.2749352928723136,0.2323520796719391,0.22728969636635143,0.20215934475055847,-0.07142857142857145,-0.0357142857142857
Волинська,0.057444667293998886,-,-,-0.20335020301345086,-0.11139698466143827,-0.033776536636744015,-0.017654344326167526,0.01780540610475001,0.08052969355852135,0.12676422912476853,0.17078234897388955,0.2892851519445757,0.34061930783242256,0.2852889732425291,0.3067827793450264,0.35447570332480816,0.440685261707989,0.37648939261842485,0.430066736916052,0.4371019939450882,0.4430232558139535,0.3963893249607536,0.3412187428868728,0.3423443605105496,0.29268847795163583,0.30378343118069145,0.18874643874643876,0.0625
Дніпропетровська,0.06673290729842385,-,-0.14213025780189958,-0.30530941435813824,-0.09667518700712407,-0.03379961415742355,-0.003031428323805818,0.023355177673252236,0.09331374868512438,0.07735307160558236,0.12654254256445907,0.17832445103947825,0.24286625261905648,0.24811304661207,0.2193355173383431,0.2446333767626543,0.2770673717214706,0.27691549898246204,0.25807423792078527,0.2389184197486373,0.24646143761188005,0.33659121320249774,0.2805925070977852,0.2554427582396713,0.27665808665808667,0.283424834988588,0.17800181029370454,-0.08235294117647057
Донецька,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Житомирська,-0.020481843163179914,-,-,-0.3238894373149062,-0.2032732402675878,-0.09664397027785004,-0.07362034506513004,-0.050739938120882455,0.03466645469344054,0.04825617862815179,0.10682850689724677,0.11294941139039139,0.15889328063241104,0.1460085392676932,0.13396687378566063,0.11497112597292924,0.06006144393241175,0.14511848341232236,0.12114131973945053,0.09361796052216687,0.15968224729449687,0.13282453437893849,0.02242405582922824,0.09578368609205612,-0.08227139326536914,-0.02768264840182655,-0.17253176930596292,0.1717171717171717
Закарпатська,0.08188620951284231,-,-0.13991163475699558,-0.1203256936067551,-0.03853769451800648,-0.036497364677241795,-0.05046567723261158,-0.003135156429532826,0.04846755865892066,0.0705038914909547,0.18646554832933337,0.319618627133804,0.46258325487324337,0.29735091609289294,0.34305828200094773,0.29670329670329676,0.475907464212679,0.44171866137266025,0.547991169977925,0.5032395409107737,0.3748370273794002,0.47247511273717346,0.5212062478622734,0.4422059422059422,0.4719491035280509,0.47887070670742676,0.47681498829039815,-0.5
Запорізька,0.13695839687215317,-,-,-0.3881485225862782,-0.23468102432666388,-0.0353281724462548,0.02441503788279986,0.029020458191517884,0.08875637318365887,0.135058000862871,0.16685530526348974,0.1898602371800957,0.21516964331034683,0.2996967672847949,0.26571741686731565,0.2814952725148761,0.29272275934152076,0.2700633639254065,0.32032798751141095,0.29930079908675805,0.30248285496571,0.3055424713455802,0.30084982745418887,0.28755332049472404,0.27553810241778454,0.3044549504500409,0.13123223630036918,-0.07083333333333336
Івано-Франківська,0.014695776957755202,-,-0.10781841109709964,-0.2552402649983041,-0.11893182483124004,-0.07085767253139319,-0.0499600714525662,-0.011751219763709353,0.0526080321763161,0.10537751222161867,0.10656084133758859,0.19350046997549963,0.362814465408805,0.2531675224020459,0.27487633181126325,0.3435107376283847,0.2578437917222963,0.2596562184024267,0.24292305063507436,0.24464028035456603,0.26671888179298714,0.19633507853403143,0.1897793263646922,0.1791636363636363,0.12928248222365868,0.07877223957625967,-0.21255060728744946,-0.28571428571428575
Київська,0.07602212426715849,-,-,-0.44256756756756754,-0.12767174410411208,-0.04420025970783964,-0.017726621755333627,0.019461177921219375,0.06335108988629412,0.11879132507061951,0.10632179733406166,0.17317245465317654,0.1917372881355932,0.17492240649590873,0.19705969705969706,0.14088584386760594,0.1791003928134458,0.19831498255319924,0.16612118531623177,0.19761904761904758,0.23850422832980966,0.2857612563824849,0.15982752353543406,0.1467425059658069,0.12410287081339716,0.021083124206090986,-0.027306168647424967,0.18823529411764706
